DATE,ICERATES1100USD2Y
2016-01-29,0.846
2016-02-01,0.872
2016-02-02,0.829
2016-02-03,0.769
2016-02-04,0.795
2016-02-05,0.824
2016-02-08,0.767
2016-02-09,0.738
2016-02-10,0.772
2016-02-11,.
2016-02-12,0.738
2016-02-15,.
2016-02-16,0.768
2016-02-17,0.814
2016-02-18,0.804
2016-02-19,0.8
2016-02-22,0.813
2016-02-23,0.802
2016-02-24,0.766
2016-02-25,0.77
2016-02-26,0.842
2016-02-29,0.848
2016-03-01,0.866
2016-03-02,0.913
2016-03-03,0.902
2016-03-04,0.927
2016-03-07,0.947
2016-03-08,0.911
2016-03-09,0.939
2016-03-10,0.986
2016-03-11,1.013
2016-03-14,1.01
2016-03-15,1.025
2016-03-16,1.063
2016-03-17,0.938
2016-03-18,0.915
2016-03-21,0.941
2016-03-22,0.955
2016-03-23,0.98
2016-03-24,0.98
2016-03-25,.
2016-03-28,0.962
2016-03-29,0.941
2016-03-30,0.891
2016-03-31,0.864
2016-04-01,0.886
2016-04-04,0.878
2016-04-05,0.845
2016-04-06,0.85
2016-04-07,0.833
2016-04-08,0.853
2016-04-11,0.846
2016-04-12,0.862
2016-04-13,0.88
2016-04-14,0.876
2016-04-15,0.862
2016-04-18,0.863
2016-04-19,0.899
2016-04-20,0.896
2016-04-21,0.952
2016-04-22,0.954
2016-04-25,0.953
2016-04-26,0.972
2016-04-27,0.965
2016-04-28,0.946
2016-04-29,0.924
2016-05-02,0.935
2016-05-03,0.894
2016-05-04,0.895
2016-05-05,0.883
2016-05-06,0.85
2016-05-09,0.852
2016-05-10,0.86
2016-05-11,0.867
2016-05-12,0.877
2016-05-13,0.904
2016-05-16,0.906
2016-05-17,0.922
2016-05-18,0.973
2016-05-19,1.017
2016-05-20,1.028
2016-05-23,1.042
2016-05-24,1.059
2016-05-25,1.054
2016-05-26,1.021
2016-05-27,1.021
2016-05-30,.
2016-05-31,1.053
2016-06-01,1.044
2016-06-02,1.031
2016-06-03,0.935
2016-06-06,0.949
2016-06-07,0.918
2016-06-08,0.922
2016-06-09,0.903
2016-06-10,0.886
2016-06-13,0.87
2016-06-14,0.866
2016-06-15,0.871
2016-06-16,0.815
2016-06-17,0.849
2016-06-20,0.876
2016-06-21,0.883
2016-06-22,0.892
2016-06-23,0.905
2016-06-24,0.766
2016-06-27,0.712
2016-06-28,0.736
2016-06-29,0.747
2016-06-30,0.753
2016-07-01,0.757
2016-07-04,.
2016-07-05,0.736
2016-07-06,0.742
2016-07-07,0.769
2016-07-08,0.797
2016-07-11,0.815
2016-07-12,0.844
2016-07-13,0.826
2016-07-14,0.854
2016-07-15,0.907
2016-07-18,0.894
2016-07-19,0.899
2016-07-20,0.935
2016-07-21,0.958
2016-07-22,0.961
2016-07-25,0.983
2016-07-26,0.983
2016-07-27,0.963
2016-07-28,0.945
2016-07-29,0.891
2016-08-01,0.9
2016-08-02,0.917
2016-08-03,0.942
2016-08-04,0.91
2016-08-05,0.985
2016-08-08,0.999
2016-08-09,1.016
2016-08-10,0.972
2016-08-11,0.961
2016-08-12,0.941
2016-08-15,0.952
2016-08-16,0.976
2016-08-17,0.999
2016-08-18,0.971
2016-08-19,0.999
2016-08-22,0.999
2016-08-23,0.992
2016-08-24,0.992
2016-08-25,0.999
2016-08-26,1.018
2016-08-29,1.05
2016-08-30,1.037
2016-08-31,1.036
2016-09-01,1.033
2016-09-02,1.047
2016-09-05,.
2016-09-06,1
2016-09-07,0.984
2016-09-08,1.004
2016-09-09,1.045
2016-09-12,1.044
2016-09-13,1.022
2016-09-14,1.019
2016-09-15,0.999
2016-09-16,1.014
2016-09-19,1.028
2016-09-20,1.029
2016-09-21,1.059
2016-09-22,1.027
2016-09-23,1.028
2016-09-26,1.002
2016-09-27,0.998
2016-09-28,0.989
2016-09-29,1.006
2016-09-30,1
2016-10-03,1.032
2016-10-04,1.047
2016-10-05,1.076
2016-10-06,1.077
2016-10-07,1.085
2016-10-10,.
2016-10-11,1.106
2016-10-12,1.104
2016-10-13,1.074
2016-10-14,1.059
2016-10-17,1.05
2016-10-18,1.037
2016-10-19,1.034
2016-10-20,1.05
2016-10-21,1.064
2016-10-24,1.078
2016-10-25,1.079
2016-10-26,1.1
2016-10-27,1.108
2016-10-28,1.102
2016-10-31,1.083
2016-11-01,1.096
2016-11-02,1.053
2016-11-03,1.048
2016-11-04,1.042
2016-11-07,1.067
2016-11-08,1.09
2016-11-09,1.093
2016-11-10,1.156
2016-11-11,.
2016-11-14,1.235
2016-11-15,1.245
2016-11-16,1.251
2016-11-17,1.253
2016-11-18,1.291
2016-11-21,1.283
2016-11-22,1.291
2016-11-23,1.328
2016-11-24,.
2016-11-25,1.334
2016-11-28,1.316
2016-11-29,1.313
2016-11-30,1.318
2016-12-01,1.342
2016-12-02,1.321
2016-12-05,1.348
2016-12-06,1.343
2016-12-07,1.329
2016-12-08,1.338
2016-12-09,1.344
2016-12-12,1.369
2016-12-13,1.38
2016-12-14,1.374
2016-12-15,1.518
2016-12-16,1.528
2016-12-19,1.493
2016-12-20,1.509
2016-12-21,1.489
2016-12-22,1.492
2016-12-23,1.501
2016-12-26,.
2016-12-27,1.513
2016-12-28,1.519
2016-12-29,1.478
2016-12-30,1.46
2017-01-02,.
2017-01-03,1.495
2017-01-04,1.477
2017-01-05,1.44
2017-01-06,1.475
2017-01-09,1.475
2017-01-10,1.466
2017-01-11,1.485
2017-01-12,1.459
2017-01-13,1.502
2017-01-16,.
2017-01-17,1.462
2017-01-18,1.473
2017-01-19,1.55
2017-01-20,1.536
2017-01-23,1.473
2017-01-24,1.488
2017-01-25,1.52
2017-01-26,1.541
2017-01-27,1.516
2017-01-30,1.496
2017-01-31,1.491
2017-02-01,1.53
2017-02-02,1.494
2017-02-03,1.48
2017-02-06,1.484
2017-02-07,1.486
2017-02-08,1.455
2017-02-09,1.479
2017-02-10,1.503
2017-02-13,1.52
2017-02-14,1.561
2017-02-15,1.586
2017-02-16,1.571
2017-02-17,1.551
2017-02-20,.
2017-02-21,1.575
2017-02-22,1.573
2017-02-23,1.541
2017-02-24,1.515
2017-02-27,1.536
2017-02-28,1.547
2017-03-01,1.633
2017-03-02,1.655
2017-03-03,1.67
2017-03-06,1.646
2017-03-07,1.645
2017-03-08,1.675
2017-03-09,1.693
2017-03-10,1.694
2017-03-13,1.701
2017-03-14,1.704
2017-03-15,1.723
2017-03-16,1.651
2017-03-17,1.649
2017-03-20,1.651
2017-03-21,1.633
2017-03-22,1.606
2017-03-23,1.616
2017-03-24,1.619
2017-03-27,1.598
2017-03-28,1.6
2017-03-29,1.607
2017-03-30,1.622
2017-03-31,1.621
2017-04-03,1.594
2017-04-04,1.585
2017-04-05,1.59
2017-04-06,1.579
2017-04-07,1.576
2017-04-10,1.593
2017-04-11,1.553
2017-04-12,1.558
2017-04-13,1.54
2017-04-14,.
2017-04-17,1.505
2017-04-18,1.493
2017-04-19,1.503
2017-04-20,1.528
2017-04-21,1.519
2017-04-24,1.57
2017-04-25,1.594
2017-04-26,1.598
2017-04-27,1.568
2017-04-28,1.58
2017-05-01,1.582
2017-05-02,1.577
2017-05-03,1.568
2017-05-04,1.602
2017-05-05,1.615
2017-05-08,1.62
2017-05-09,1.623
2017-05-10,1.595
2017-05-11,1.597
2017-05-12,1.543
2017-05-15,1.535
2017-05-16,1.522
2017-05-17,1.484
2017-05-18,1.492
2017-05-19,1.521
2017-05-22,1.52
2017-05-23,1.518
2017-05-24,1.548
2017-05-25,1.532
2017-05-26,1.533
2017-05-29,.
2017-05-30,1.521
2017-05-31,1.509
2017-06-01,1.522
2017-06-02,1.503
2017-06-05,1.517
2017-06-06,1.496
2017-06-07,1.511
2017-06-08,1.536
2017-06-09,1.556
2017-06-12,1.549
2017-06-13,1.554
2017-06-14,1.492
2017-06-15,1.544
2017-06-16,1.525
2017-06-19,1.556
2017-06-20,1.555
2017-06-21,1.557
2017-06-22,1.544
2017-06-23,1.54
2017-06-26,1.546
2017-06-27,1.573
2017-06-28,1.571
2017-06-29,1.598
2017-06-30,1.604
2017-07-03,1.64
2017-07-04,.
2017-07-05,1.642
2017-07-06,1.66
2017-07-07,1.653
2017-07-10,1.642
2017-07-11,1.644
2017-07-12,1.597
2017-07-13,1.61
2017-07-14,1.592
2017-07-17,1.596
2017-07-18,1.579
2017-07-19,1.589
2017-07-20,1.6
2017-07-21,1.594
2017-07-24,1.598
2017-07-25,1.624
2017-07-26,1.618
2017-07-27,1.608
2017-07-28,1.602
2017-07-31,1.593
2017-08-01,1.589
2017-08-02,1.588
2017-08-03,1.593
2017-08-04,1.611
2017-08-07,1.612
2017-08-08,1.618
2017-08-09,1.593
2017-08-10,1.589
2017-08-11,1.561
2017-08-14,1.565
2017-08-15,1.602
2017-08-16,1.605
2017-08-17,1.591
2017-08-18,1.567
2017-08-21,1.565
2017-08-22,1.578
2017-08-23,1.56
2017-08-24,1.569
2017-08-25,1.567
2017-08-28,1.553
2017-08-29,1.523
2017-08-30,1.543
2017-08-31,1.536
2017-09-01,1.554
2017-09-04,.
2017-09-05,1.52
2017-09-06,1.522
2017-09-07,1.506
2017-09-08,1.518
2017-09-11,1.542
2017-09-12,1.564
2017-09-13,1.586
2017-09-14,1.619
2017-09-15,1.633
2017-09-18,1.654
2017-09-19,1.655
2017-09-20,1.648
2017-09-21,1.699
2017-09-22,1.702
2017-09-25,1.688
2017-09-26,1.706
2017-09-27,1.725
2017-09-28,1.726
2017-09-29,1.726
2017-10-02,1.746
2017-10-03,1.739
2017-10-04,1.745
2017-10-05,1.762
2017-10-06,1.778
2017-10-09,.
2017-10-10,1.762
2017-10-11,1.773
2017-10-12,1.772
2017-10-13,1.76
2017-10-16,1.773
2017-10-17,1.805
2017-10-18,1.817
2017-10-19,1.788
2017-10-20,1.807
2017-10-23,1.804
2017-10-24,1.814
2017-10-25,1.828
2017-10-26,1.833
2017-10-27,1.815
2017-10-30,1.811
2017-10-31,1.813
2017-11-01,1.825
2017-11-02,1.826
2017-11-03,1.839
2017-11-06,1.832
2017-11-07,1.835
2017-11-08,1.834
2017-11-09,1.848
2017-11-10,1.852
2017-11-13,1.872
2017-11-14,1.882
2017-11-15,1.872
2017-11-16,1.887
2017-11-17,1.889
2017-11-20,1.904
2017-11-21,1.938
2017-11-22,1.923
2017-11-23,.
2017-11-24,1.92
2017-11-27,1.93
2017-11-28,1.912
2017-11-29,1.946
2017-11-30,1.954
2017-12-01,1.988
2017-12-04,1.989
2017-12-05,2.003
2017-12-06,1.976
2017-12-07,1.986
2017-12-08,1.994
2017-12-11,2.003
2017-12-12,2.036
2017-12-13,2.016
2017-12-14,2.019
2017-12-15,2.03
2017-12-18,2.03
2017-12-19,2.06
2017-12-20,2.074
2017-12-21,2.086
2017-12-22,2.095
2017-12-25,.
2017-12-26,2.103
2017-12-27,2.084
2017-12-28,2.082
2017-12-29,2.077
2018-01-01,.
2018-01-02,2.102
2018-01-03,2.101
2018-01-04,2.143
2018-01-05,2.149
2018-01-08,2.147
2018-01-09,2.154
2018-01-10,2.176
2018-01-11,2.174
2018-01-12,2.204
2018-01-15,.
2018-01-16,2.209
2018-01-17,2.235
2018-01-18,2.257
2018-01-19,2.258
2018-01-22,2.263
2018-01-23,2.249
2018-01-24,2.262
2018-01-25,2.283
2018-01-26,2.303
2018-01-29,2.323
2018-01-30,2.315
2018-01-31,2.342
2018-02-01,2.345
2018-02-02,2.381
2018-02-05,2.361
2018-02-06,.
2018-02-07,2.329
2018-02-08,2.369
2018-02-09,2.355
2018-02-12,2.353
2018-02-13,2.357
2018-02-14,2.425
2018-02-15,2.452
2018-02-16,2.462
2018-02-19,.
2018-02-20,2.487
2018-02-21,2.514
2018-02-22,2.516
2018-02-23,2.482
2018-02-26,2.477
2018-02-27,2.555
2018-02-28,2.546
2018-03-01,2.52
2018-03-02,2.486
2018-03-05,2.491
2018-03-06,2.511
2018-03-07,2.534
2018-03-08,2.54
2018-03-09,2.574
2018-03-12,2.578
2018-03-13,2.582
2018-03-14,2.583
2018-03-15,2.574
2018-03-16,2.603
2018-03-19,2.612
2018-03-20,2.638
2018-03-21,2.668
2018-03-22,2.593
2018-03-23,2.6
2018-03-26,2.608
2018-03-27,2.584
2018-03-28,2.546
2018-03-29,2.581
2018-03-30,.
2018-04-02,2.579
2018-04-03,2.593
2018-04-04,2.598
2018-04-05,2.62
2018-04-06,2.595
2018-04-09,2.598
2018-04-10,2.611
2018-04-11,2.614
2018-04-12,2.651
2018-04-13,2.672
2018-04-16,2.691
2018-04-17,2.689
2018-04-18,2.706
2018-04-19,2.719
2018-04-20,2.734
2018-04-23,2.747
2018-04-24,2.76
2018-04-25,2.759
2018-04-26,2.749
2018-04-27,2.729
2018-04-30,2.75
2018-05-01,2.759
2018-05-02,2.773
2018-05-03,2.74
2018-05-04,2.756
2018-05-07,2.768
2018-05-08,2.773
2018-05-09,2.777
2018-05-10,2.772
2018-05-11,2.765
2018-05-14,2.748
2018-05-15,2.782
2018-05-16,2.81
2018-05-17,2.819
2018-05-18,2.782
2018-05-21,2.806
2018-05-22,2.804
2018-05-23,2.778
2018-05-24,2.722
2018-05-25,2.714
2018-05-28,.
2018-05-29,2.656
2018-05-30,2.627
2018-05-31,2.679
2018-06-01,2.728
2018-06-04,2.759
2018-06-05,2.763
2018-06-06,2.782
2018-06-07,2.796
2018-06-08,2.774
2018-06-11,2.797
2018-06-12,2.802
2018-06-13,2.817
2018-06-14,2.834
2018-06-15,2.818
2018-06-18,2.817
2018-06-19,2.802
2018-06-20,2.808
2018-06-21,2.813
2018-06-22,2.806
2018-06-25,2.792
2018-06-26,2.791
2018-06-27,2.776
2018-06-28,2.781
2018-06-29,2.792
2018-07-02,2.8
2018-07-03,2.794
2018-07-04,.
2018-07-05,2.801
2018-07-06,2.8
2018-07-09,2.813
2018-07-10,2.819
2018-07-11,2.825
2018-07-12,2.823
2018-07-13,2.809
2018-07-16,2.831
2018-07-17,2.833
2018-07-18,2.833
2018-07-19,2.835
2018-07-20,2.827
2018-07-23,2.839
2018-07-24,2.855
2018-07-25,2.848
2018-07-26,2.864
2018-07-27,2.879
2018-07-30,2.885
2018-07-31,2.881
2018-08-01,2.898
2018-08-02,2.885
2018-08-03,2.868
2018-08-06,2.86
2018-08-07,2.875
2018-08-08,2.869
2018-08-09,2.85
2018-08-10,2.804
2018-08-13,2.808
2018-08-14,2.821
2018-08-15,2.785
2018-08-16,2.819
2018-08-17,2.809
2018-08-20,2.796
2018-08-21,2.801
2018-08-22,2.794
2018-08-23,2.794
2018-08-24,2.81
2018-08-27,2.823
2018-08-28,2.839
2018-08-29,2.852
2018-08-30,2.847
2018-08-31,2.828
2018-09-03,.
2018-09-04,2.844
2018-09-05,2.84
2018-09-06,2.83
2018-09-07,2.888
2018-09-10,2.896
2018-09-11,2.922
2018-09-12,2.92
2018-09-13,2.929
2018-09-14,2.954
2018-09-17,2.95
2018-09-18,2.953
2018-09-19,2.975
2018-09-20,2.986
2018-09-21,2.986
2018-09-24,2.979
2018-09-25,3.009
2018-09-26,3.003
2018-09-27,3.001
2018-09-28,2.983
2018-10-01,2.988
2018-10-02,2.979
2018-10-03,3.008
2018-10-04,3.05
2018-10-05,3.066
2018-10-08,.
2018-10-09,3.068
2018-10-10,3.071
2018-10-11,3.049
2018-10-12,3.046
2018-10-15,3.049
2018-10-16,3.065
2018-10-17,3.057
2018-10-18,3.118
2018-10-19,3.106
2018-10-22,3.107
2018-10-23,3.054
2018-10-24,3.057
2018-10-25,3.069
2018-10-26,2.989
2018-10-29,3.044
2018-10-30,3.036
2018-10-31,3.075
2018-11-01,3.077
2018-11-02,3.098
2018-11-05,3.103
2018-11-06,3.108
2018-11-07,3.121
2018-11-08,3.135
2018-11-09,3.122
2018-11-12,.
2018-11-13,3.091
2018-11-14,3.08
2018-11-15,3.031
2018-11-16,3.023
2018-11-19,2.983
2018-11-20,2.987
2018-11-21,3.01
2018-11-22,.
2018-11-23,2.99
2018-11-26,3.018
2018-11-27,3.015
2018-11-28,3.015
2018-11-29,2.966
2018-11-30,2.979
2018-12-03,2.995
2018-12-04,2.994
2018-12-05,.
2018-12-06,2.87
2018-12-07,2.911
2018-12-10,2.846
2018-12-11,2.873
2018-12-12,2.906
2018-12-13,2.901
2018-12-14,2.883
2018-12-17,2.863
2018-12-18,2.805
2018-12-19,2.793
2018-12-20,2.818
2018-12-21,2.817
2018-12-24,2.743
2018-12-25,.
2018-12-26,2.689
2018-12-27,2.694
2018-12-28,2.677
2018-12-31,2.683
2019-01-01,.
2019-01-02,2.675
2019-01-03,2.579
2019-01-04,2.647
2019-01-07,2.653
2019-01-08,2.697
2019-01-09,2.711
2019-01-10,2.7
2019-01-11,2.691
2019-01-14,2.698
2019-01-15,2.695
2019-01-16,2.718
2019-01-17,2.724
2019-01-18,2.767
2019-01-21,.
2019-01-22,2.742
2019-01-23,2.74
2019-01-24,2.719
2019-01-25,2.739
2019-01-28,2.734
2019-01-29,2.709
2019-01-30,2.722
2019-01-31,2.627
2019-02-01,2.655
2019-02-04,2.676
2019-02-05,2.671
2019-02-06,2.666
2019-02-07,2.629
2019-02-08,2.605
2019-02-11,2.624
2019-02-12,2.639
2019-02-13,2.663
2019-02-14,2.637
2019-02-15,2.653
2019-02-18,.
2019-02-19,2.615
2019-02-20,2.612
2019-02-21,2.629
2019-02-22,2.607
2019-02-25,2.603
2019-02-26,2.578
2019-02-27,2.585
2019-02-28,2.619
2019-03-01,2.63
2019-03-04,2.64
2019-03-05,2.655
2019-03-06,2.633
2019-03-07,2.602
2019-03-08,2.589
2019-03-11,2.601
2019-03-12,2.581
2019-03-13,2.578
2019-03-14,2.573
2019-03-15,2.556
2019-03-18,2.569
2019-03-19,2.568
2019-03-20,2.556
2019-03-21,2.499
2019-03-22,2.417
2019-03-25,2.367
2019-03-26,2.366
2019-03-27,2.29
2019-03-28,2.339
2019-03-29,2.387
2019-04-01,2.436
2019-04-02,2.423
2019-04-03,2.444
2019-04-04,2.45
2019-04-05,2.446
2019-04-08,2.447
2019-04-09,2.439
2019-04-10,2.421
2019-04-11,2.443
2019-04-12,2.487
2019-04-15,2.497
2019-04-16,2.503
2019-04-17,2.505
2019-04-18,2.479
2019-04-19,.
2019-04-22,2.479
2019-04-23,2.448
2019-04-24,2.413
2019-04-25,2.414
2019-04-26,2.387
2019-04-29,2.4
2019-04-30,2.385
2019-05-01,2.374
2019-05-02,2.447
2019-05-03,2.434
2019-05-06,2.406
2019-05-07,2.387
2019-05-08,2.374
2019-05-09,2.342
2019-05-10,2.332
2019-05-13,2.266
2019-05-14,2.274
2019-05-15,2.247
2019-05-16,2.274
2019-05-17,2.28
2019-05-20,2.272
2019-05-21,2.315
2019-05-22,2.285
2019-05-23,2.222
2019-05-24,2.19
2019-05-27,.
2019-05-28,2.172
2019-05-29,2.116
2019-05-30,2.154
2019-05-31,2.036
2019-06-03,1.962
2019-06-04,1.967
2019-06-05,.
2019-06-06,1.893
2019-06-07,1.879
2019-06-10,1.953
2019-06-11,1.987
2019-06-12,1.92
2019-06-13,1.902
2019-06-14,1.87
2019-06-17,1.888
2019-06-18,1.867
2019-06-19,1.927
2019-06-20,1.728
2019-06-21,1.819
2019-06-24,1.739
2019-06-25,1.714
2019-06-26,1.778
2019-06-27,1.789
2019-06-28,1.797
2019-07-01,1.822
2019-07-02,1.818
2019-07-03,1.793
2019-07-04,.
2019-07-05,.
2019-07-08,.
2019-07-09,1.92
2019-07-10,.
2019-07-11,1.889
2019-07-12,1.886
2019-07-15,1.871
2019-07-16,1.897
2019-07-17,1.874
2019-07-18,1.851
2019-07-19,1.826
2019-07-22,1.829
2019-07-23,1.845
2019-07-24,1.844
2019-07-25,1.878
2019-07-26,1.894
2019-07-29,1.878
2019-07-30,1.885
2019-07-31,1.866
2019-08-01,1.866
2019-08-02,1.737
2019-08-05,.
2019-08-06,1.593
2019-08-07,.
2019-08-08,1.602
2019-08-09,1.598
2019-08-12,1.577
2019-08-13,1.65
2019-08-14,.
2019-08-15,1.533
2019-08-16,1.531
2019-08-19,1.543
2019-08-20,1.519
2019-08-21,1.545
2019-08-22,.
2019-08-23,.
2019-08-26,1.513
2019-08-27,1.516
2019-08-28,1.497
2019-08-29,1.511
2019-08-30,.
2019-09-02,.
2019-09-03,1.448
2019-09-04,1.444
2019-09-05,1.538
2019-09-06,1.529
2019-09-09,1.59
2019-09-10,1.617
2019-09-11,1.651
2019-09-12,1.667
2019-09-13,1.776
2019-09-16,1.76
2019-09-17,1.745
2019-09-18,1.688
2019-09-19,1.72
2019-09-20,1.725
2019-09-23,1.631
2019-09-24,1.634
2019-09-25,.
2019-09-26,.
2019-09-27,1.657
2019-09-30,1.643
2019-10-01,.
2019-10-02,1.53
2019-10-03,1.439
2019-10-04,1.436
2019-10-07,1.465
2019-10-08,1.457
2019-10-09,.
2019-10-10,1.557
2019-10-11,1.656
2019-10-14,.
2019-10-15,1.66
2019-10-16,1.64
2019-10-17,1.634
2019-10-18,1.616
2019-10-21,1.624
2019-10-22,1.627
2019-10-23,1.609
2019-10-24,1.59
2019-10-25,1.624
2019-10-28,1.684
2019-10-29,.
2019-10-30,1.65
2019-10-31,.
2019-11-01,.
2019-11-04,1.64
2019-11-05,1.68
2019-11-06,1.653
2019-11-07,.
2019-11-08,1.7
2019-11-11,.
2019-11-12,1.705
2019-11-13,1.666
2019-11-14,1.626
2019-11-15,1.633
2019-11-18,1.601
2019-11-19,.
2019-11-20,1.564
2019-11-21,1.574
2019-11-22,1.59
2019-11-25,1.61
2019-11-26,1.59
2019-11-27,1.621
2019-11-28,.
2019-11-29,.
2019-12-02,1.631
2019-12-03,1.538
2019-12-04,1.59
2019-12-05,1.613
2019-12-06,1.63
2019-12-09,1.633
2019-12-10,1.657
2019-12-11,1.653
2019-12-12,1.676
2019-12-13,1.639
2019-12-16,1.684
2019-12-17,1.686
2019-12-18,1.704
2019-12-19,1.697
2019-12-20,1.704
2019-12-23,1.714
2019-12-24,.
2019-12-25,.
2019-12-26,.
2019-12-27,1.691
2019-12-30,1.696
2019-12-31,1.689
2020-01-01,.
2020-01-02,1.655
