DATE,ICERATES1100USD10Y
2019-12-10,1.765
2019-12-11,1.743
2019-12-12,1.818
2019-12-13,1.771
2019-12-16,1.815
2019-12-17,.
2019-12-18,.
2019-12-19,.
2019-12-20,.
2019-12-23,.
2019-12-24,.
2019-12-25,.
2019-12-26,.
2019-12-27,.
2019-12-30,.
2019-12-31,.
2020-01-01,.
2020-01-02,.
2020-01-03,.
2020-01-06,1.74
2020-01-07,1.748
2020-01-08,.
2020-01-09,1.84
